Datum / Uhrzeit,Netzbezug [W],Netzeinspeisung [W],Erzeugung [W],Speicher Beladung [W],Speicher Entladung [W],Verbrauch [W],Ladezustand [%]
05.01.2023 11:45:00 +0200,485,0,249,0,257,1001,10
05.01.2023 12:00:00 +0200,405,0,186,23,0,563,10
05.01.2023 12:15:00 +0200,620,0,290,24,0,883,10
05.01.2023 12:30:00 +0200,688,0,393,23,0,1054,10
05.01.2023 12:45:00 +0200,367,0,167,24,0,513,10
05.01.2023 13:00:00 +0200,851,0,259,27,0,1081,10
05.01.2023 13:15:00 +0200,366,0,227,32,0,568,10
05.01.2023 13:30:00 +0200,824,0,149,29,0,941,10
05.01.2023 13:45:00 +0200,653,0,208,29,0,831,10
05.01.2023 14:00:00 +0200,307,0,222,28,0,500,10
05.01.2023 14:15:00 +0200,830,0,187,15,0,999,10
05.01.2023 14:30:00 +0200,611,0,143,15,0,738,10
05.01.2023 14:45:00 +0200,455,0,269,16,0,701,10
05.01.2023 15:00:00 +0200,878,0,182,16,0,1043,10
05.01.2023 15:15:00 +0200,229,0,393,182,0,436,11
05.01.2023 15:30:00 +0200,321,0,368,0,252,985,11
05.01.2023 15:45:00 +0200,1046,0,234,23,0,1257,10
05.01.2023 16:00:00 +0200,1156,0,68,23,0,1197,10
05.01.2023 16:15:00 +0200,523,0,123,24,0,619,10
05.01.2023 16:30:00 +0200,983,0,125,24,0,1083,10
05.01.2023 16:45:00 +0200,678,0,35,24,0,688,10
05.01.2023 17:00:00 +0200,1014,0,14,27,0,995,10
05.01.2023 17:15:00 +0200,1231,0,3,27,0,1204,10
05.01.2023 17:30:00 +0200,818,0,0,26,0,796,10
05.01.2023 17:45:00 +0200,1143,0,0,25,0,1110,10
05.01.2023 18:00:00 +0200,1298,0,0,25,0,1274,10
05.01.2023 18:15:00 +0200,1257,0,0,25,0,1232,10
05.01.2023 18:30:00 +0200,1868,0,0,25,0,1811,10
05.01.2023 18:45:00 +0200,1369,0,0,25,0,1344,10
05.01.2023 19:00:00 +0200,1367,0,0,24,0,1342,10
05.01.2023 19:15:00 +0200,3102,0,0,25,0,3081,10
05.01.2023 19:30:00 +0200,1558,0,0,26,0,1535,10
05.01.2023 19:45:00 +0200,2018,0,0,25,0,1987,10
05.01.2023 20:00:00 +0200,3322,0,0,24,0,3294,10
05.01.2023 20:15:00 +0200,3392,0,0,25,0,3370,10
05.01.2023 20:30:00 +0200,2517,0,0,25,0,2464,10
05.01.2023 20:45:00 +0200,2085,0,0,24,0,2047,10
05.01.2023 21:00:00 +0200,1839,0,0,24,0,1821,10
05.01.2023 21:15:00 +0200,1416,0,0,25,0,1392,10
05.01.2023 21:30:00 +0200,1474,0,0,25,0,1448,10
05.01.2023 21:45:00 +0200,1567,0,0,25,0,1542,10
05.01.2023 22:00:00 +0200,740,0,0,26,0,714,10
05.01.2023 22:15:00 +0200,1137,0,0,25,0,1118,10
05.01.2023 22:30:00 +0200,1271,0,0,26,0,1245,10
05.01.2023 22:45:00 +0200,1212,0,0,26,0,1186,10
05.01.2023 23:00:00 +0200,1228,0,0,26,0,1201,10
05.01.2023 23:15:00 +0200,1232,0,0,26,0,1207,10
05.01.2023 23:30:00 +0200,1140,0,0,25,0,1115,10
05.01.2023 23:45:00 +0200,1225,0,0,25,0,1200,10
06.01.2023 00:00:00 +0200,3398,0,0,24,0,3389,10
06.01.2023 00:15:00 +0200,3641,0,0,25,0,3610,10
06.01.2023 00:30:00 +0200,3647,0,0,24,0,3622,10
06.01.2023 00:45:00 +0200,3700,0,0,24,0,3676,10
06.01.2023 01:00:00 +0200,3599,0,0,25,0,3575,10
06.01.2023 01:15:00 +0200,3395,0,0,25,0,3370,10
06.01.2023 01:30:00 +0200,3276,0,0,24,0,3252,10
06.01.2023 01:45:00 +0200,3280,0,0,24,0,3256,10
06.01.2023 02:00:00 +0200,3285,0,0,24,0,3261,10
06.01.2023 02:15:00 +0200,3280,0,0,23,0,3257,10
06.01.2023 02:30:00 +0200,3325,0,0,24,0,3302,10
06.01.2023 02:45:00 +0200,3317,0,0,24,0,3293,10
06.01.2023 03:00:00 +0200,944,0,0,24,0,928,10
06.01.2023 03:15:00 +0200,807,0,0,23,0,785,10
06.01.2023 03:30:00 +0200,448,0,0,24,0,423,10
06.01.2023 03:45:00 +0200,891,0,0,23,0,867,10
06.01.2023 04:00:00 +0200,689,0,0,24,0,666,10
06.01.2023 04:15:00 +0200,849,0,0,24,0,823,10
06.01.2023 04:30:00 +0200,863,0,0,24,0,833,10
06.01.2023 04:45:00 +0200,1021,0,0,24,0,995,10
06.01.2023 05:00:00 +0200,698,0,0,24,0,671,10
06.01.2023 05:15:00 +0200,910,0,0,24,0,884,10
06.01.2023 05:30:00 +0200,670,0,0,24,0,648,10
06.01.2023 05:45:00 +0200,1008,0,0,25,0,982,10
06.01.2023 06:00:00 +0200,600,0,0,24,0,575,10
06.01.2023 06:15:00 +0200,1239,0,0,24,0,1213,10
06.01.2023 06:30:00 +0200,1498,0,0,24,0,1474,10
06.01.2023 06:45:00 +0200,878,0,0,24,0,852,10
06.01.2023 07:00:00 +0200,966,0,0,24,0,938,10
06.01.2023 07:15:00 +0200,626,0,0,24,0,600,10
06.01.2023 07:30:00 +0200,999,0,0,24,0,970,10
06.01.2023 07:45:00 +0200,849,0,0,25,0,814,10
06.01.2023 08:00:00 +0200,885,0,0,25,0,858,10
06.01.2023 08:15:00 +0200,1033,0,0,25,0,1011,10
06.01.2023 08:30:00 +0200,807,0,0,25,0,781,10
06.01.2023 08:45:00 +0200,1033,0,0,24,0,1009,10
06.01.2023 09:00:00 +0200,819,0,0,24,0,794,10
06.01.2023 09:15:00 +0200,1227,0,0,25,0,1203,10
06.01.2023 09:30:00 +0200,1223,0,0,24,0,1198,10
06.01.2023 09:45:00 +0200,1543,0,2,25,0,1509,10
06.01.2023 10:00:00 +0200,1766,0,11,25,0,1765,10
06.01.2023 10:15:00 +0200,1453,0,29,25,0,1457,10
06.01.2023 10:30:00 +0200,1432,0,48,25,0,1453,10
06.01.2023 10:45:00 +0200,481,0,74,25,0,528,10
06.01.2023 11:00:00 +0200,1095,0,99,26,0,1165,10
06.01.2023 11:15:00 +0200,1098,0,72,26,0,1142,10
06.01.2023 11:30:00 +0200,662,0,36,25,0,674,10
06.01.2023 11:45:00 +0200,1075,0,66,25,0,1112,10
06.01.2023 12:00:00 +0200,1152,0,107,25,0,1233,10
06.01.2023 12:15:00 +0200,478,0,135,25,0,588,10
06.01.2023 12:30:00 +0200,1053,0,182,25,0,1207,10
06.01.2023 12:45:00 +0200,1786,0,82,26,0,1839,10
06.01.2023 13:00:00 +0200,1573,0,352,26,0,1895,10
06.01.2023 13:15:00 +0200,40,0,2578,1813,0,789,14
06.01.2023 13:30:00 +0200,37,0,753,186,0,632,17
06.01.2023 13:45:00 +0200,0,51,2160,1141,0,1084,18
06.01.2023 14:00:00 +0200,39,0,3739,3222,0,506,26
06.01.2023 14:15:00 +0200,43,0,3636,2110,0,1527,35
06.01.2023 14:30:00 +0200,54,0,2868,1122,0,1916,40
06.01.2023 14:45:00 +0200,21,0,2331,1200,0,1183,43
06.01.2023 15:00:00 +0200,21,0,1119,0,605,1844,44
06.01.2023 15:15:00 +0200,0,6,1933,154,0,1698,42
06.01.2023 15:30:00 +0200,34,0,2180,992,0,1214,46
06.01.2023 15:45:00 +0200,44,0,1520,851,0,781,49
06.01.2023 16:00:00 +0200,39,0,584,117,0,523,50
06.01.2023 16:15:00 +0200,0,1,368,0,763,1145,48
06.01.2023 16:30:00 +0200,0,1,321,0,113,432,48
06.01.2023 16:45:00 +0200,0,6,89,0,1019,1118,46
06.01.2023 17:00:00 +0200,10,0,31,0,627,674,44
06.01.2023 17:15:00 +0200,14,0,12,0,1150,1169,42
06.01.2023 17:30:00 +0200,5,0,2,0,1349,1364,39
06.01.2023 17:45:00 +0200,0,8,1,0,1511,1531,34
06.01.2023 18:00:00 +0200,0,4,1,0,2217,2176,31
06.01.2023 18:15:00 +0200,0,18,0,0,1947,1900,25
06.01.2023 18:30:00 +0200,0,18,0,0,1460,1332,21
06.01.2023 18:45:00 +0200,7,0,0,0,754,767,19
06.01.2023 19:00:00 +0200,5,0,0,0,1222,1226,16
06.01.2023 19:15:00 +0200,2,0,0,0,1345,1328,13
06.01.2023 19:30:00 +0200,1170,0,0,0,76,1364,10
06.01.2023 19:45:00 +0200,1423,0,0,20,0,1405,10
06.01.2023 20:00:00 +0200,1540,0,0,24,0,1516,10
06.01.2023 20:15:00 +0200,1551,0,0,26,0,1526,10
06.01.2023 20:30:00 +0200,1562,0,0,25,0,1539,10
06.01.2023 20:45:00 +0200,1220,0,0,24,0,1196,10
06.01.2023 21:00:00 +0200,1218,0,0,24,0,1195,10
06.01.2023 21:15:00 +0200,1270,0,0,24,0,1246,10
06.01.2023 21:30:00 +0200,1276,0,0,22,0,1254,10
06.01.2023 21:45:00 +0200,1207,0,0,22,0,1185,10
06.01.2023 22:00:00 +0200,1187,0,0,22,0,1165,10
06.01.2023 22:15:00 +0200,1154,0,0,22,0,1131,10
06.01.2023 22:30:00 +0200,1154,0,0,23,0,1131,10
06.01.2023 22:45:00 +0200,1153,0,0,23,0,1130,10
06.01.2023 23:00:00 +0200,1178,0,0,23,0,1155,10
06.01.2023 23:15:00 +0200,1209,0,0,23,0,1186,10
06.01.2023 23:30:00 +0200,1207,0,0,23,0,1184,10
06.01.2023 23:45:00 +0200,1207,0,0,23,0,1184,10
07.01.2023 00:00:00 +0200,3190,0,0,22,0,3174,10
07.01.2023 00:15:00 +0200,3421,0,0,22,0,3399,10
07.01.2023 00:30:00 +0200,3381,0,0,22,0,3359,10
07.01.2023 00:45:00 +0200,3394,0,0,22,0,3372,10
07.01.2023 01:00:00 +0200,3458,0,0,22,0,3437,10
07.01.2023 01:15:00 +0200,3454,0,0,22,0,3433,10
07.01.2023 01:30:00 +0200,3498,0,0,22,0,3477,10
07.01.2023 01:45:00 +0200,3507,0,0,22,0,3487,10
07.01.2023 02:00:00 +0200,3517,0,0,21,0,3494,10
07.01.2023 02:15:00 +0200,3580,0,0,21,0,3558,10
07.01.2023 02:30:00 +0200,3412,0,0,22,0,3389,10
07.01.2023 02:45:00 +0200,3296,0,0,22,0,3274,10
07.01.2023 03:00:00 +0200,1327,0,0,22,0,1322,10
07.01.2023 03:15:00 +0200,1162,0,0,22,0,1141,10
07.01.2023 03:30:00 +0200,1159,0,0,22,0,1138,10
07.01.2023 03:45:00 +0200,1140,0,0,22,0,1118,10
07.01.2023 04:00:00 +0200,1100,0,0,22,0,1079,10
07.01.2023 04:15:00 +0200,1099,0,0,22,0,1077,10
07.01.2023 04:30:00 +0200,1180,0,0,23,0,1157,10
07.01.2023 04:45:00 +0200,1180,0,0,22,0,1158,10
07.01.2023 05:00:00 +0200,1214,0,0,22,0,1192,10
07.01.2023 05:15:00 +0200,1202,0,0,21,0,1181,10
07.01.2023 05:30:00 +0200,1018,0,0,21,0,995,10
07.01.2023 05:45:00 +0200,766,0,0,21,0,747,10
07.01.2023 06:00:00 +0200,494,0,0,21,0,473,10
07.01.2023 06:15:00 +0200,723,0,0,21,0,696,10
07.01.2023 06:30:00 +0200,790,0,0,21,0,765,10
07.01.2023 06:45:00 +0200,608,0,0,21,0,588,10
07.01.2023 07:00:00 +0200,1002,0,0,22,0,980,10
07.01.2023 07:15:00 +0200,700,0,0,22,0,676,10
07.01.2023 07:30:00 +0200,918,0,0,22,0,901,10
07.01.2023 07:45:00 +0200,782,0,0,21,0,757,10
07.01.2023 08:00:00 +0200,1429,0,0,21,0,1408,10
07.01.2023 08:15:00 +0200,1162,0,0,22,0,1132,10
07.01.2023 08:30:00 +0200,686,0,0,22,0,660,10
07.01.2023 08:45:00 +0200,1026,0,0,21,0,1003,10
07.01.2023 09:00:00 +0200,769,0,0,21,0,748,10
07.01.2023 09:15:00 +0200,1163,0,0,24,0,1138,10
07.01.2023 09:30:00 +0200,595,0,2,27,0,574,10
07.01.2023 09:45:00 +0200,1157,0,21,28,0,1145,10
07.01.2023 10:00:00 +0200,507,0,36,28,0,518,10
07.01.2023 10:15:00 +0200,913,0,77,26,0,958,10
07.01.2023 10:30:00 +0200,509,0,124,27,0,608,10
07.01.2023 10:45:00 +0200,808,0,141,28,0,921,10
07.01.2023 11:00:00 +0200,493,0,335,83,0,749,10
07.01.2023 11:15:00 +0200,21,0,611,42,0,584,11
07.01.2023 11:30:00 +0200,11,0,650,0,97,785,11
07.01.2023 11:45:00 +0200,29,0,821,291,0,543,12
07.01.2023 12:00:00 +0200,6,0,848,0,102,967,12
07.01.2023 12:15:00 +0200,1713,0,1512,0,524,3762,11
07.01.2023 12:30:00 +0200,46,0,1664,390,0,1371,12
07.01.2023 12:45:00 +0200,4,0,922,0,421,1370,11
07.01.2023 13:00:00 +0200,1960,0,930,0,251,3149,10
07.01.2023 13:15:00 +0200,735,0,704,25,0,1414,10
07.01.2023 13:30:00 +0200,409,0,514,111,0,817,10
07.01.2023 13:45:00 +0200,34,0,582,0,91,731,11
07.01.2023 14:00:00 +0200,878,0,458,47,0,1293,10
07.01.2023 14:15:00 +0200,221,0,361,0,46,668,11
07.01.2023 14:30:00 +0200,1426,0,127,25,0,1503,10
07.01.2023 14:45:00 +0200,342,0,115,24,0,431,10
07.01.2023 15:00:00 +0200,1558,0,208,24,0,1735,10
07.01.2023 15:15:00 +0200,2589,0,216,24,0,2773,10
07.01.2023 15:30:00 +0200,1692,0,194,24,0,1846,10
07.01.2023 15:45:00 +0200,744,0,201,22,0,924,10
07.01.2023 16:00:00 +0200,1528,0,179,22,0,1688,10
07.01.2023 16:15:00 +0200,1259,0,170,23,0,1404,10
07.01.2023 16:30:00 +0200,3094,0,113,22,0,3154,10
07.01.2023 16:45:00 +0200,4158,0,48,23,0,4187,10
07.01.2023 17:00:00 +0200,5187,0,32,22,0,5172,10
07.01.2023 17:15:00 +0200,4158,0,14,21,0,4153,10
07.01.2023 17:30:00 +0200,3974,0,1,21,0,3954,10
07.01.2023 17:45:00 +0200,3870,0,0,21,0,3816,10
07.01.2023 18:00:00 +0200,4147,0,0,22,0,4127,10
07.01.2023 18:15:00 +0200,4026,0,0,26,0,3978,10
07.01.2023 18:30:00 +0200,3945,0,0,26,0,3913,10
07.01.2023 18:45:00 +0200,2916,0,0,26,0,2884,10
07.01.2023 19:00:00 +0200,2049,0,0,26,0,2024,10
07.01.2023 19:15:00 +0200,1342,0,0,26,0,1313,10
07.01.2023 19:30:00 +0200,1429,0,0,26,0,1402,10
07.01.2023 19:45:00 +0200,1446,0,0,27,0,1417,10
07.01.2023 20:00:00 +0200,2224,0,0,27,0,2196,10
07.01.2023 20:15:00 +0200,1756,0,0,26,0,1718,10
07.01.2023 20:30:00 +0200,622,0,0,26,0,597,10
07.01.2023 20:45:00 +0200,1179,0,0,26,0,1146,10
07.01.2023 21:00:00 +0200,669,0,0,26,0,639,10
07.01.2023 21:15:00 +0200,1043,0,0,26,0,1019,10
07.01.2023 21:30:00 +0200,782,0,0,26,0,756,10
07.01.2023 21:45:00 +0200,934,0,0,25,0,909,10
07.01.2023 22:00:00 +0200,800,0,0,25,0,778,10
07.01.2023 22:15:00 +0200,1104,0,0,26,0,1080,10
07.01.2023 22:30:00 +0200,738,0,0,25,0,708,10
07.01.2023 22:45:00 +0200,1054,0,0,24,0,1029,10
07.01.2023 23:00:00 +0200,772,0,0,25,0,746,10
07.01.2023 23:15:00 +0200,1097,0,0,24,0,1067,10
07.01.2023 23:30:00 +0200,836,0,0,24,0,813,10
07.01.2023 23:45:00 +0200,997,0,0,25,0,966,10
08.01.2023 00:00:00 +0200,576,0,0,25,0,553,10
08.01.2023 00:15:00 +0200,2364,0,0,25,0,2351,10
08.01.2023 00:30:00 +0200,2785,0,0,25,0,2759,10
08.01.2023 00:45:00 +0200,3328,0,0,25,0,3302,10
08.01.2023 01:00:00 +0200,2725,0,0,25,0,2697,10
08.01.2023 01:15:00 +0200,3460,0,0,24,0,3436,10
08.01.2023 01:30:00 +0200,3671,0,0,24,0,3647,10
08.01.2023 01:45:00 +0200,3677,0,0,24,0,3654,10
08.01.2023 02:00:00 +0200,2855,0,0,24,0,2837,10
08.01.2023 02:15:00 +0200,3235,0,0,24,0,3209,10
08.01.2023 02:30:00 +0200,2788,0,0,25,0,2768,10
08.01.2023 02:45:00 +0200,3252,0,0,24,0,3227,10
08.01.2023 03:00:00 +0200,830,0,0,24,0,817,10
08.01.2023 03:15:00 +0200,1134,0,0,24,0,1110,10
08.01.2023 03:30:00 +0200,475,0,0,24,0,454,10
08.01.2023 03:45:00 +0200,1048,0,0,24,0,1027,10
08.01.2023 04:00:00 +0200,483,0,0,24,0,457,10
08.01.2023 04:15:00 +0200,1044,0,0,23,0,1018,10
08.01.2023 04:30:00 +0200,577,0,0,24,0,563,10
08.01.2023 04:45:00 +0200,1147,0,0,24,0,1123,10
08.01.2023 05:00:00 +0200,453,0,0,24,0,428,10
08.01.2023 05:15:00 +0200,1040,0,0,24,0,1022,10
08.01.2023 05:30:00 +0200,444,0,0,24,0,421,10
08.01.2023 05:45:00 +0200,1153,0,0,24,0,1129,10
08.01.2023 06:00:00 +0200,682,0,0,24,0,655,10
08.01.2023 06:15:00 +0200,1167,0,0,24,0,1140,10
08.01.2023 06:30:00 +0200,612,0,0,24,0,585,10
08.01.2023 06:45:00 +0200,1216,0,0,24,0,1192,10
08.01.2023 07:00:00 +0200,1376,0,0,23,0,1352,10
08.01.2023 07:15:00 +0200,1529,0,0,24,0,1505,10
08.01.2023 07:30:00 +0200,789,0,0,24,0,770,10
08.01.2023 07:45:00 +0200,920,0,0,24,0,898,10
08.01.2023 08:00:00 +0200,1114,0,0,24,0,1095,10
08.01.2023 08:15:00 +0200,611,0,0,24,0,581,10
08.01.2023 08:30:00 +0200,1159,0,0,24,0,1135,10
08.01.2023 08:45:00 +0200,555,0,0,24,0,525,10
08.01.2023 09:00:00 +0200,1038,0,0,24,0,1014,10
08.01.2023 09:15:00 +0200,1098,0,0,24,0,1074,10
08.01.2023 09:30:00 +0200,488,0,0,24,0,465,10
08.01.2023 09:45:00 +0200,1126,0,7,24,0,1106,10
08.01.2023 10:00:00 +0200,993,0,29,25,0,996,10
08.01.2023 10:15:00 +0200,1061,0,36,26,0,1056,10
08.01.2023 10:30:00 +0200,1249,0,26,25,0,1250,10
08.01.2023 10:45:00 +0200,1301,0,42,25,0,1318,10
08.01.2023 11:00:00 +0200,1383,0,64,25,0,1422,10
08.01.2023 11:15:00 +0200,1427,0,90,25,0,1492,10
08.01.2023 11:30:00 +0200,686,0,198,26,0,867,10
08.01.2023 11:45:00 +0200,2332,0,340,25,0,2645,10
08.01.2023 12:00:00 +0200,824,0,333,26,0,1130,10
08.01.2023 12:15:00 +0200,40,0,665,239,0,478,11
08.01.2023 12:30:00 +0200,636,0,476,0,433,1458,10
08.01.2023 12:45:00 +0200,2863,0,524,24,0,3354,10
08.01.2023 13:00:00 +0200,126,0,1511,488,0,1170,11
08.01.2023 13:15:00 +0200,45,0,2805,1836,0,1014,14
08.01.2023 13:30:00 +0200,32,0,3235,2153,0,1039,20
08.01.2023 13:45:00 +0200,29,0,3759,3377,0,396,27
08.01.2023 14:00:00 +0200,32,0,3654,3158,0,499,37
08.01.2023 14:15:00 +0200,43,0,3628,3496,0,164,47
08.01.2023 14:30:00 +0200,22,0,3716,2996,0,688,56
08.01.2023 14:45:00 +0200,33,0,2798,1744,0,924,64
08.01.2023 15:00:00 +0200,9,0,3035,1320,0,1629,68
08.01.2023 15:15:00 +0200,16,0,2800,1944,0,804,73
08.01.2023 15:30:00 +0200,55,0,2329,814,0,1600,78
08.01.2023 15:45:00 +0200,30,0,1883,369,0,1582,79
08.01.2023 16:00:00 +0200,25,0,1455,477,0,1009,80
08.01.2023 16:15:00 +0200,4667,0,1123,0,3829,9536,76
08.01.2023 16:30:00 +0200,6294,0,658,0,4536,11484,63
08.01.2023 16:45:00 +0200,6451,0,77,0,4514,11041,50
08.01.2023 17:00:00 +0200,6989,0,37,0,4501,11526,37
08.01.2023 17:15:00 +0200,6716,0,36,0,4468,11223,24
08.01.2023 17:30:00 +0200,5428,0,36,0,2993,8421,12
08.01.2023 17:45:00 +0200,1669,0,20,25,0,1664,10
08.01.2023 18:00:00 +0200,1514,0,7,25,0,1494,10
08.01.2023 18:15:00 +0200,667,0,0,27,0,639,10
08.01.2023 18:30:00 +0200,1763,0,0,27,0,1727,10
08.01.2023 18:45:00 +0200,773,0,0,27,0,740,10
08.01.2023 19:00:00 +0200,1001,0,0,28,0,979,10
08.01.2023 19:15:00 +0200,1542,0,0,27,0,1516,10
08.01.2023 19:30:00 +0200,1007,0,0,26,0,980,10
08.01.2023 19:45:00 +0200,1135,0,0,31,0,1106,10
08.01.2023 20:00:00 +0200,1308,0,0,32,0,1277,10
08.01.2023 20:15:00 +0200,1808,0,0,31,0,1770,10
08.01.2023 20:30:00 +0200,2854,0,0,32,0,2830,10
08.01.2023 20:45:00 +0200,1434,0,0,30,0,1404,10
08.01.2023 21:00:00 +0200,1479,0,0,31,0,1447,10
08.01.2023 21:15:00 +0200,1963,0,0,30,0,1928,10
08.01.2023 21:30:00 +0200,1393,0,0,29,0,1364,10
08.01.2023 21:45:00 +0200,1355,0,0,28,0,1326,10
08.01.2023 22:00:00 +0200,1354,0,0,29,0,1325,10
08.01.2023 22:15:00 +0200,1410,0,0,29,0,1382,10
08.01.2023 22:30:00 +0200,1455,0,0,29,0,1426,10
08.01.2023 22:45:00 +0200,1712,0,0,29,0,1683,10
08.01.2023 23:00:00 +0200,1561,0,0,29,0,1531,9
08.01.2023 23:15:00 +0200,965,0,0,28,0,927,9
08.01.2023 23:30:00 +0200,931,0,0,29,0,907,9
08.01.2023 23:45:00 +0200,1284,0,0,28,0,1254,9
09.01.2023 00:00:00 +0200,3271,0,0,28,0,3241,9
09.01.2023 00:15:00 +0200,3343,0,0,28,0,3314,9
09.01.2023 00:30:00 +0200,3386,0,0,27,0,3359,9
09.01.2023 00:45:00 +0200,3387,0,0,27,0,3360,9
09.01.2023 01:00:00 +0200,3388,0,0,27,0,3361,9
09.01.2023 01:15:00 +0200,3361,0,0,26,0,3333,9
09.01.2023 01:30:00 +0200,3351,0,0,27,0,3323,9
09.01.2023 01:45:00 +0200,3346,0,0,27,0,3319,9
09.01.2023 02:00:00 +0200,3338,0,0,26,0,3311,9
09.01.2023 02:15:00 +0200,3397,0,0,26,0,3369,9
09.01.2023 02:30:00 +0200,2775,0,0,26,0,2740,9
09.01.2023 02:45:00 +0200,3206,0,0,26,0,3179,9
09.01.2023 03:00:00 +0200,1531,0,0,27,0,1508,9
09.01.2023 03:15:00 +0200,1288,0,0,27,0,1266,9
09.01.2023 03:30:00 +0200,490,0,0,27,0,465,9
09.01.2023 03:45:00 +0200,1093,0,0,26,0,1067,9
09.01.2023 04:00:00 +0200,1094,0,0,27,0,1067,9
09.01.2023 04:15:00 +0200,1118,0,0,27,0,1091,8
09.01.2023 04:30:00 +0200,1159,0,0,26,0,1133,8
09.01.2023 04:45:00 +0200,1155,0,0,26,0,1129,8
09.01.2023 05:00:00 +0200,1157,0,0,26,0,1131,8
09.01.2023 05:15:00 +0200,1120,0,0,26,0,1094,8
09.01.2023 05:30:00 +0200,1108,0,0,26,0,1082,8
09.01.2023 05:45:00 +0200,1160,0,0,26,0,1134,8
09.01.2023 06:00:00 +0200,1181,0,0,27,0,1154,8
09.01.2023 06:15:00 +0200,1198,0,0,26,0,1171,8
09.01.2023 06:30:00 +0200,856,0,0,26,0,826,8
09.01.2023 06:45:00 +0200,931,0,0,27,0,896,8
09.01.2023 07:00:00 +0200,1252,0,0,27,0,1225,8
09.01.2023 07:15:00 +0200,1446,0,0,26,0,1434,8
09.01.2023 07:30:00 +0200,1434,0,0,26,0,1400,8
09.01.2023 07:45:00 +0200,1302,0,0,25,0,1277,8
09.01.2023 08:00:00 +0200,1232,0,0,26,0,1206,8
09.01.2023 08:15:00 +0200,1738,0,0,26,0,1706,8
09.01.2023 08:30:00 +0200,1492,0,0,27,0,1465,8
09.01.2023 08:45:00 +0200,1453,0,0,27,0,1426,8
09.01.2023 09:00:00 +0200,1425,0,0,27,0,1399,8
09.01.2023 09:15:00 +0200,1453,0,0,27,0,1426,8
09.01.2023 09:30:00 +0200,1437,0,5,31,0,1412,8
09.01.2023 09:45:00 +0200,1017,0,33,69,0,979,8
09.01.2023 10:00:00 +0200,712,0,37,81,0,667,8
09.01.2023 10:15:00 +0200,1092,0,113,140,0,1067,9
09.01.2023 10:30:00 +0200,902,0,631,504,0,1038,10
09.01.2023 10:45:00 +0200,182,0,837,29,0,991,10
09.01.2023 11:00:00 +0200,287,0,637,0,32,984,11
09.01.2023 11:15:00 +0200,945,0,200,29,0,1119,10
09.01.2023 11:30:00 +0200,908,0,193,29,0,1070,10
09.01.2023 11:45:00 +0200,892,0,197,29,0,1061,10
09.01.2023 12:00:00 +0200,1027,0,188,29,0,1192,10
09.01.2023 12:15:00 +0200,1142,0,371,28,0,1484,10
09.01.2023 12:30:00 +0200,671,0,447,28,0,1085,10
09.01.2023 12:45:00 +0200,480,0,605,28,0,1053,10
09.01.2023 13:00:00 +0200,163,0,824,396,0,588,11
09.01.2023 13:15:00 +0200,43,0,1219,560,0,743,13
09.01.2023 13:30:00 +0200,8,0,421,0,574,1004,13
09.01.2023 13:45:00 +0200,20,0,220,0,813,1051,12
09.01.2023 14:00:00 +0200,641,0,147,0,190,1035,10
09.01.2023 14:15:00 +0200,1040,0,219,7,0,1259,10
09.01.2023 14:30:00 +0200,1025,0,105,28,0,1103,10
09.01.2023 14:45:00 +0200,929,0,176,22,0,1082,10
09.01.2023 15:00:00 +0200,823,0,475,25,0,1270,10
09.01.2023 15:15:00 +0200,1319,0,188,27,0,1484,10
09.01.2023 15:30:00 +0200,333,0,138,27,0,444,10
09.01.2023 15:45:00 +0200,1022,0,128,33,0,1117,10
09.01.2023 16:00:00 +0200,982,0,160,14,0,1128,10
09.01.2023 16:15:00 +0200,1081,0,63,15,0,1128,10
09.01.2023 16:30:00 +0200,2373,0,48,15,0,2394,10
09.01.2023 16:45:00 +0200,1697,0,57,15,0,1727,10
09.01.2023 17:00:00 +0200,1691,0,29,14,0,1673,10
09.01.2023 17:15:00 +0200,1264,0,8,14,0,1257,10
09.01.2023 17:30:00 +0200,1217,0,0,12,0,1205,10
09.01.2023 17:45:00 +0200,1407,0,0,17,0,1404,10
09.01.2023 18:00:00 +0200,1263,0,0,13,0,1249,10
09.01.2023 18:15:00 +0200,1244,0,0,12,0,1231,10
09.01.2023 18:30:00 +0200,1244,0,0,27,0,1218,10
09.01.2023 18:45:00 +0200,719,0,0,15,0,700,10
09.01.2023 19:00:00 +0200,1231,0,0,29,0,1204,10
09.01.2023 19:15:00 +0200,1851,0,0,33,0,1833,10
09.01.2023 19:30:00 +0200,1482,0,0,16,0,1465,10
09.01.2023 19:45:00 +0200,1890,0,0,16,0,1860,10
09.01.2023 20:00:00 +0200,2815,0,0,17,0,2810,10
09.01.2023 20:15:00 +0200,1415,0,0,16,0,1399,10
09.01.2023 20:30:00 +0200,1434,0,0,16,0,1419,10
09.01.2023 20:45:00 +0200,1740,0,0,16,0,1725,10
09.01.2023 21:00:00 +0200,2156,0,0,16,0,2137,10
09.01.2023 21:15:00 +0200,1529,0,0,16,0,1513,10
09.01.2023 21:30:00 +0200,1424,0,0,15,0,1412,10
09.01.2023 21:45:00 +0200,1622,0,0,16,0,1604,10
09.01.2023 22:00:00 +0200,967,0,0,17,0,949,10
09.01.2023 22:15:00 +0200,880,0,0,16,0,864,10
09.01.2023 22:30:00 +0200,1236,0,0,16,0,1219,10
